Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Delaware,04/03/2021,201,203.6,45334,566747,35.5,35.9,7999,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Carbon,04/18/2021,5,23.3,5862,64182,7.8,36.3,9133.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Chester,10/11/2020,39,40.1,7411,524989,7.4,7.6,1411.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lycoming,03/16/2021,20,22.6,9765,113299,17.7,19.9,8618.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lehigh,08/30/2020,6,10.4,5237,369318,1.6,2.8,1418,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lawrence,04/20/2020,0,1.4,63,85512,0,1.7,73.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Carbon,04/04/2020,4,5.9,50,64182,6.2,9.1,77.9,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Venango,11/12/2020,17,18.6,543,50668,33.6,36.7,1071.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Montgomery,12/25/2020,419,422.6,34031,830915,50.4,50.9,4095.6,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Clarion,12/06/2020,32,49.4,1353,38438,83.3,128.6,3520,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Franklin,06/26/2021,2,2.6,15460,155027,1.3,1.7,9972.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Washington,09/15/2020,5,11.4,1250,206865,2.4,5.5,604.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Allegheny,03/02/2021,192,248.3,77117,1216045,15.8,20.4,6341.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/30/2020,644,584.9,53726,1216045,53,48.1,4418.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Clearfield,05/23/2021,2,9,8531,79255,2.5,11.4,10764,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Philadelphia,08/23/2020,65,103.7,28809,1584064,4.1,6.5,1818.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Erie,07/20/2021,4,4.6,21290,269728,1.5,1.7,7893.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Franklin,06/18/2021,6,5.3,15441,155027,3.9,3.4,9960.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Greene,06/21/2020,0,0.9,40,36233,0,2.4,110.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lycoming,01/10/2021,53,88.1,6990,113299,46.8,77.8,6169.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cameron,04/13/2021,0,0.4,284,4447,0,9.6,6386.3,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Sullivan,08/17/2020,0,0,13,6066,0,0,214.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
McKean,03/20/2021,2,2.3,3127,40625,4.9,5.6,7697.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clearfield,07/07/2021,1,1.3,8657,79255,1.3,1.6,10923,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Allegheny,12/19/2020,604,885,46300,1216045,49.7,72.8,3807.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Montgomery,11/19/2020,355,297.9,18745,830915,42.7,35.8,2255.9,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Washington,10/25/2020,21,29.1,1906,206865,10.2,14.1,921.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Sullivan,05/24/2020,0,0,3,6066,0,0,49.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Clarion,04/25/2020,0,0.7,25,38438,0,1.9,65,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Washington,03/09/2021,40,33.9,14073,206865,19.3,16.4,6803,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Union,04/27/2020,2,0.6,26,44923,4.5,1.3,57.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cameron,12/28/2020,4,2.6,140,4447,89.9,57.8,3148.2,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Somerset,05/20/2020,1,0.9,39,73447,1.4,1.2,53.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lycoming,01/07/2021,144,87.4,6785,113299,127.1,77.2,5988.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Allegheny,01/17/2021,261,514.1,64554,1216045,21.5,42.3,5308.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,06/07/2021,25,36.1,101569,1216045,2.1,3,8352.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/10/2021,342,688.4,60955,1216045,28.1,56.6,5012.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Sullivan,12/05/2020,3,3.3,87,6066,49.5,54.2,1434.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Fulton,02/22/2021,3,1.7,1122,14530,20.6,11.8,7722,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Mifflin,06/22/2021,1,1,5431,46138,2.2,2.2,11771.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lycoming,12/26/2020,43,119.1,5676,113299,38,105.2,5009.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clearfield,06/02/2021,3,5.3,8600,79255,3.8,6.7,10851.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Washington,01/22/2021,123,94.9,11986,206865,59.5,45.9,5794.1,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Erie,04/15/2021,76,51.9,19428,269728,28.2,19.2,7202.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Washington,01/04/2021,98,118.7,9611,206865,47.4,57.4,4646,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clarion,12/07/2020,19,47.1,1372,38438,49.4,122.6,3569.4,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Philadelphia,07/09/2020,114,110.7,22865,1584064,7.2,7,1443.4,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lycoming,02/13/2021,33,43.4,8903,113299,29.1,38.3,7858,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Pennsylvania,07/10/2021,189,186.4,1214168,12801989,1.5,1.5,9484.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Greene,11/11/2020,19,11.7,401,36233,52.4,32.3,1106.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Franklin,06/20/2021,0,4.1,15442,155027,0,2.7,9960.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Sullivan,05/31/2020,0,0.1,4,6066,0,2.4,65.9,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Mifflin,08/11/2020,1,1.1,126,46138,2.2,2.5,273.1,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Chester,01/20/2021,202,202.1,25480,524989,38.5,38.5,4853.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Erie,04/16/2021,73,55.7,19501,269728,27.1,20.7,7229.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Chester,12/07/2020,277,292.4,14486,524989,52.8,55.7,2759.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Allegheny,11/09/2020,323,251.4,17956,1216045,26.6,20.7,1476.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lycoming,12/29/2020,118,95.7,5997,113299,104.1,84.5,5293.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
McKean,02/18/2021,12,8.3,3001,40625,29.5,20.4,7387.1,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Sullivan,09/11/2020,0,0,13,6066,0,0,214.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Bucks,07/26/2021,52,37,61376,628270,8.3,5.9,9769,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Indiana,08/23/2020,0,6.1,405,84073,0,7.3,481.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Allegheny,04/15/2021,497,534.7,93174,1216045,40.9,44,7662.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Crawford,08/23/2020,3,3.7,210,84629,3.5,4.4,248.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Carbon,11/22/2020,29,26.7,1109,64182,45.2,41.6,1727.9,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Chester,12/06/2020,241,274.4,14209,524989,45.9,52.3,2706.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Carbon,04/27/2021,15,16.7,6027,64182,23.4,26,9390.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Franklin,06/27/2021,2,2.9,15462,155027,1.3,1.8,9973.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Philadelphia,09/14/2020,100,91.7,31247,1584064,6.3,5.8,1972.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Dauphin,05/29/2020,25,28.3,1267,278299,9,10.2,455.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Mercer,02/17/2021,10,19.3,7952,109424,9.1,17.6,7267.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Sullivan,05/15/2020,0,0.1,3,6066,0,2.4,49.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Allegheny,02/03/2021,311,289.4,70334,1216045,25.6,23.8,5783.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Franklin,04/08/2021,38,41.4,13906,155027,24.5,26.7,8970.1,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Sullivan,02/08/2021,1,1.3,293,6066,16.5,21.2,4830.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Clarion,01/13/2021,11,18.7,2312,38438,28.6,48.7,6014.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Franklin,12/15/2020,92,164.1,7067,155027,59.3,105.9,4558.6,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Washington,09/26/2020,10,8.9,1354,206865,4.8,4.3,654.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clarion,11/16/2020,14,24.4,580,38438,36.4,63.6,1508.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Huntingdon,06/03/2021,0,1.7,5113,45144,0,3.8,11326,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Delaware,04/02/2021,225,199.3,45133,566747,39.7,35.2,7963.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Franklin,04/29/2021,43,30.1,14705,155027,27.7,19.4,9485.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Pennsylvania,11/17/2020,6729,5606,284887,12801989,52.6,43.8,2225.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Carbon,12/10/2020,46,44.9,1892,64182,71.7,69.9,2947.9,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Potter,07/07/2021,0,0.1,1223,16526,0,0.9,7400.5,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Clarion,09/20/2020,0,1,125,38438,0,2.6,325.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Franklin,04/12/2021,68,43.4,14076,155027,43.9,28,9079.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
McKean,03/04/2021,6,4.4,3070,40625,14.8,10.9,7556.9,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Indiana,09/13/2020,15,10.7,550,84073,17.8,12.7,654.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Franklin,01/01/2021,75,93,8847,155027,48.4,60,5706.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Franklin,05/27/2021,8,12.6,15291,155027,5.2,8.1,9863.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Washington,01/02/2021,82,138.1,9408,206865,39.6,66.8,4547.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Armstrong,03/14/2021,3,6.9,4990,64735,4.6,10.6,7708.3,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Philadelphia,07/27/2020,178,175,25535,1584064,11.2,11,1612,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Chester,05/31/2020,56,48.7,2786,524989,10.7,9.3,530.7,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Chester,06/24/2020,23,26.6,3588,524989,4.4,5.1,683.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Carbon,01/04/2021,63,53.7,3056,64182,98.2,83.7,4761.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Wayne,04/21/2020,0,1.4,77,51361,0,2.8,149.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Somerset,05/31/2020,0,0.1,40,73447,0,0.2,54.5,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Snyder,04/28/2021,4,4.6,3505,40372,9.9,11.3,8681.8,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Somerset,06/09/2020,0,0.1,41,73447,0,0.2,55.8,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northumberland,09/18/2020,13,8.9,875,90843,14.3,9.7,963.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Warren,04/07/2021,9,7.9,2343,39191,23,20,5978.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Franklin,05/15/2021,12,24,15097,155027,7.7,15.5,9738.3,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Chester,11/17/2020,163,144.4,10224,524989,31,27.5,1947.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
McKean,04/08/2021,11,7,3254,40625,27.1,17.2,8009.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clarion,12/25/2020,22,26.9,1945,38438,57.2,69.9,5060.1,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Sullivan,09/12/2020,0,0,13,6066,0,0,214.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Allegheny,01/23/2021,288,381.4,66963,1216045,23.7,31.4,5506.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Adams,04/01/2020,6,1.7,19,103009,5.8,1.7,18.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Chester,07/23/2020,63,45.9,4552,524989,12,8.7,867.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
McKean,04/26/2021,7,10.3,3451,40625,17.2,25.3,8494.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Pennsylvania,06/26/2021,132,185.6,1211725,12801989,1,1.4,9465.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clearfield,08/15/2020,8,4.6,210,79255,10.1,5.8,265,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Washington,09/18/2020,5,11.7,1284,206865,2.4,5.7,620.7,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Chester,03/20/2021,122,115,32449,524989,23.2,21.9,6180.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
McKean,04/14/2021,17,12,3327,40625,41.8,29.5,8189.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Chester,10/30/2020,59,54.7,8276,524989,11.2,10.4,1576.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Carbon,07/23/2021,6,3.7,6440,64182,9.3,5.8,10034,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Delaware,06/16/2021,18,13,52263,566747,3.2,2.3,9221.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Allegheny,07/15/2021,41,25.4,102191,1216045,3.4,2.1,8403.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,12/16/2020,226,271.1,16938,524989,43,51.6,3226.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Somerset,07/28/2020,1,2,119,73447,1.4,2.7,162,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lycoming,01/04/2021,82,82.3,6455,113299,72.4,72.6,5697.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clarion,12/23/2020,21,27.1,1895,38438,54.6,70.6,4930,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Chester,11/04/2020,77,61.7,8612,524989,14.7,11.8,1640.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Delaware,07/21/2021,32,16.3,52632,566747,5.6,2.9,9286.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Erie,06/27/2021,2,4.1,21222,269728,0.7,1.5,7867.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Carbon,02/10/2021,18,24.4,4675,64182,28,38.1,7284,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Snyder,05/22/2021,1,3.6,3640,40372,2.5,8.8,9016.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Blair,07/26/2020,0,5.1,180,121829,0,4.2,147.7,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Clearfield,06/07/2021,4,4.4,8621,79255,5,5.6,10877.5,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Franklin,12/22/2020,115,118.7,7898,155027,74.2,76.6,5094.6,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Cameron,06/25/2021,0,0,308,4447,0,0,6926,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Warren,04/03/2021,4,4.9,2305,39191,10.2,12.4,5881.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Indiana,05/14/2020,2,1.3,85,84073,2.4,1.5,101.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Delaware,03/26/2021,177,141.6,43738,566747,31.2,25,7717.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Clarion,01/19/2021,16,11.3,2380,38438,41.6,29.4,6191.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Delaware,07/20/2021,24,13.6,52600,566747,4.2,2.4,9281,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Delaware,04/23/2021,160,183.6,49393,566747,28.2,32.4,8715.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Delaware,04/19/2021,202,214.9,48634,566747,35.6,37.9,8581.3,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Delaware,01/27/2021,196,203.1,36402,566747,34.6,35.8,6423,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Sullivan,09/09/2020,0,0,13,6066,0,0,214.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
McKean,06/11/2021,1,0.9,3803,40625,2.5,2.1,9361.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Cambria,06/01/2021,31,17.7,14701,130192,23.8,13.6,11291.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Washington,09/24/2020,11,8.1,1336,206865,5.3,3.9,645.8,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Chester,07/15/2020,25,31.3,4163,524989,4.8,6,793,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Chester,01/18/2021,182,212.9,25070,524989,34.7,40.5,4775.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Westmoreland,04/08/2020,7,15,189,348899,2,4.3,54.2,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Delaware,07/07/2021,13,7.4,52439,566747,2.3,1.3,9252.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Pennsylvania,06/17/2021,288,268.7,1210084,12801989,2.2,2.1,9452.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lycoming,12/15/2020,163,167.9,4339,113299,143.9,148.2,3829.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Armstrong,03/12/2021,6,6.7,4983,64735,9.3,10.4,7697.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Chester,08/22/2020,19,19.4,5472,524989,3.6,3.7,1042.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Clearfield,09/14/2020,2,3.7,309,79255,2.5,4.7,389.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Armstrong,04/15/2021,23,19.7,5478,64735,35.5,30.5,8462.2,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Philadelphia,07/13/2020,114,104,23222,1584064,7.2,6.6,1466,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Huntingdon,05/10/2021,12,11.6,5023,45144,26.6,25.6,11126.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lycoming,03/09/2021,19,23.4,9607,113299,16.8,20.7,8479.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Washington,10/24/2020,12,29.1,1885,206865,5.8,14.1,911.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Carbon,05/26/2021,5,9.6,6351,64182,7.8,14.9,9895.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Delaware,07/18/2021,14,12.4,52563,566747,2.5,2.2,9274.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Union,06/11/2020,1,1.3,81,44923,2.2,2.9,180.3,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Delaware,04/28/2021,189,137.7,50019,566747,33.3,24.3,8825.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Sullivan,08/23/2020,0,0,13,6066,0,0,214.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Carbon,12/30/2020,65,51.1,2817,64182,101.3,79.7,4389.1,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Franklin,12/21/2020,139,115.4,7783,155027,89.7,74.5,5020.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Franklin,04/21/2021,25,36.9,14455,155027,16.1,23.8,9324.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Sullivan,11/21/2020,1,1.7,48,6066,16.5,28.3,791.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Franklin,02/27/2021,10,27.6,12494,155027,6.5,17.8,8059.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lycoming,01/25/2021,49,54.3,7932,113299,43.2,47.9,7000.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Sullivan,12/02/2020,2,3.4,77,6066,33,56.5,1269.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Huntingdon,04/10/2021,8,11,4697,45144,17.7,24.4,10404.5,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Carbon,01/08/2021,85,71.7,3446,64182,132.4,111.7,5369.1,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Somerset,08/18/2020,2,1,151,73447,2.7,1.4,205.6,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Snyder,06/11/2021,3,1,3671,40372,7.4,2.5,9092.9,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Clinton,06/22/2021,0,0.6,3711,38632,0,1.5,9606,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Carbon,02/15/2021,17,15.1,4748,64182,26.5,23.6,7397.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Delaware,07/12/2021,14,11,52490,566747,2.5,1.9,9261.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Clarion,01/01/2021,37,21,2092,38438,96.3,54.6,5442.5,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Franklin,01/03/2021,39,95.3,8957,155027,25.2,61.5,5777.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Chester,09/06/2020,49,46.4,5981,524989,9.3,8.8,1139.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Snyder,06/06/2021,1,2,3665,40372,2.5,5,9078.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Franklin,02/09/2021,27,48.6,11943,155027,17.4,31.3,7703.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
McKean,02/03/2021,38,20.1,2844,40625,93.5,49.6,7000.6,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Sullivan,01/07/2021,5,4.1,184,6066,82.4,68.3,3033.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
